title,year,genre,country,avg_vote
Party Wire,1935,Drama,USA,6.7
Pensione Mimosa,1935,Drama,France,6.8
Mondi privati,1935,Drama,USA,6.6
The Right to Live,1935,Drama,USA,6.1
La sposa nell'ombra,1934,Drama,USA,6.2
Il domatore di donne,1935,Comedy,USA,6.6
La rosa del sud,1935,Drama,USA,6.3
La carne e l'anima,1935,Drama,USA,6.0
Lo studente di Praga,1935,Horror,Germany,7.1
Things Are Looking Up,1935,Comedy,UK,6.2
Una locanda di Tokyo,1935,Drama,Japan,7.7
Tsuma yo bara no yô ni,1935,Drama,Japan,7.4
Tumbling Tumbleweeds,1935,Western,USA,6.4
Uwasa no musume,1935,Drama,Japan,6.7
"Vanessa, Her Love Story",1935,Drama,USA,5.9
Aquile,1935,Drama,USA,5.9
The White Cockatoo,1935,Mystery,USA,6.4
The Woman in Red,1935,Drama,USA,6.2
L'equipaggio,1935,Drama,France,6.8
Absolute Quiet,1936,Drama,USA,6.1
Allegria,1936,Comedy,Germany,6.6
La bella brigata,1936,Drama,France,7.6
Nemico amato,1936,Drama,USA,6.3
Il falco nero,1936,Western,USA,6.9
Il pugnale scomparso,1936,Mystery,USA,7.3
Ali sulla Cina,1936,Drama,USA,6.3
Country Gentlemen,1936,Comedy,USA,5.2
La moglie di Craig,1936,Drama,USA,7.2
César,1936,Drama,France,7.6
Darò un milione,1935,Comedy,Italy,7.1
Lo strano dramma del dottor Molyneux,1937,Comedy,France,7.5
L'irresistibile,1936,Comedy,USA,6.3
Fuoco liquido,1936,Drama,USA,6.2
Rocket Ship,1936,Sci-Fi,USA,6.7
Le sorelle del Gion,1936,Drama,Japan,7.5
Lasciate fare alle donne,1936,Comedy,Germany,6.9
Go West Young Man,1936,Comedy,USA,6.5
The Green Pastures,1936,Drama,USA,6.8
Heart of the West,1936,Western,USA,6.9
Figlio unico,1936,Drama,Japan,7.8
L'isola della furia,1936,Adventure,USA,5.5
Jenny,1936,Drama,France,6.5
L'idolo del male,1936,Mystery,UK,5.0
L'imperatore della California,1936,Western,Germany,6.6
Il re dei Pecos,1936,Western,USA,6.0
La bisbetica innamorata,1936,Comedy,USA,6.4
Meet Nero Wolfe,1936,Mystery,USA,6.4
La segretaria,1936,Drama,UK,6.0
La via lattea,1936,Comedy,USA,6.6
Mio padre aveva ragione,1936,Comedy,France,6.6
Nel mondo della Luna,1936,Comedy,USA,6.7
Il morto in fuga,1936,Comedy,France,6.8
The Murder of Dr. Harrigan,1936,Mystery,USA,5.7
Allegri gemelli,1936,Comedy,USA,7.4
L'aratro e le stelle,1936,Drama,USA,5.7
Polo Joe,1936,Comedy,USA,5.8
Poppy,1936,Comedy,USA,6.7
I ribelli di Alvarado,1936,Drama,Mexico,6.9
Rhodes of Africa,1936,Biography,UK,5.6
"Ride, Ranger, Ride",1936,Western,USA,5.1
Road Gang,1936,Drama,USA,6.3
The Rogues' Tavern,1936,Mystery,USA,5.2
Le roman d'un tricheur,1936,Comedy,France,7.6
Sant Tukaram,1936,Biography,India,6.7
The Shadow,1933,Mystery,UK,5.9
Quartieri di lusso,1936,Comedy,USA,6.4
Sons o' Guns,1936,Comedy,USA,5.9
Il mio amore eri tu,1936,Drama,USA,6.4
"Thank You, Jeeves!",1936,Comedy,USA,6.4
Three Men on a Horse,1936,Comedy,USA,6.7
Valiant Is the Word for Carrie,1936,Drama,USA,6.2
The Voice of Bugle Ann,1936,Drama,USA,6.8
We Went to College,1936,Comedy,USA,5.7
Where There's a Will,1936,Comedy,UK,6.6
Windbag the Sailor,1936,Comedy,UK,6.7
Sentinella attenti!,1937,Musical,Spain,5.3
Aien kyo,1937,Drama,Japan,6.6
Alibi,1937,Mystery,France,6.8
All Over Town,1937,Comedy,USA,5.3
Assassin of Youth,1938,Drama,USA,4.6
The Man Who Found Himself,1937,Drama,USA,6.1
La grande conquista,1938,Drama,Germany,6.9
La grande città,1937,Drama,USA,6.5
Call It a Day,1937,Comedy,USA,5.9
Dance Charlie Dance,1937,Comedy,USA,6.1
Don't Tell the Wife,1937,Comedy,USA,6.0
La miniera maledetta,1937,Drama,USA,6.0
Espionage,1937,Drama,USA,6.2
Un affare di famiglia,1937,Comedy,USA,6.8
Fermo con le mani,1937,Comedy,Italy,6.3
First Lady,1937,Comedy,USA,6.2
L'ultimo volo,1937,Drama,USA,6.5
Il fu Mattia Pascal,1937,Drama,France,6.9
"Good Morning, Boys",1937,Comedy,UK,6.7
Habanera,1937,Drama,Germany,6.1
Hoosier Schoolboy,1937,Drama,USA,5.6
The House of Secrets,1936,Mystery,USA,5.0
"Jim Hanvey, Detective",1937,Mystery,USA,6.2
Kaze no naka no kodomo,1937,Drama,Japan,7.2
Vivi ama e impara,1937,Comedy,USA,6.0
Madame X,1937,Drama,USA,7.1
La vergine di Salem,1937,Drama,USA,6.5
Married Before Breakfast,1937,Comedy,USA,6.3
Nadare,1937,Drama,Japan,6.5
It's Never Too Late to Mend,1937,Drama,UK,5.8
Humanity and Paper Balloons,1937,Drama,Japan,7.8
"Oh, Mr. Porter!",1937,Comedy,UK,7.5
Nel mondo della luna,1939,Comedy,UK,5.6
Pensionat Paradiset,1937,Comedy,Sweden,5.8
Milionario su misura,1937,Comedy,USA,6.5
Public Wedding,1937,Comedy,USA,5.8
Sinner Take All,1936,Mystery,USA,6.0
Springtime in the Rockies,1937,Western,USA,5.6
"Step Lively, Jeeves!",1937,Comedy,USA,5.9
La tredicesima sedia,1937,Drama,USA,6.4
Tim Tyler's Luck,1937,Adventure,USA,5.2
Tovarich,1937,Comedy,USA,7.0
Carnet di ballo,1937,Drama,France,7.4
Invito alla danza,1937,Musical,USA,6.2
Vozvrashchenie Maksima,1937,Drama,Soviet Union,6.4
Wise Girl,1937,Comedy,USA,6.5
Adorazione,1937,Drama,USA,6.1
L'orma del diavolo,1937,Comedy,Germany,7.0
La prigioniera di Sidney,1937,Drama,Germany,6.8
13 Stühle,1938,Comedy,Germany,7.0
The Affairs of Annabel,1938,Comedy,USA,6.2
Aldeia da Roupa Branca,1939,Comedy,Portugal,6.6
Boy Meets Girl,1938,Comedy,USA,6.0
Boy of the Streets,1937,Drama,USA,5.9
Un caso famoso,1938,Drama,France,6.6
Child Bride,1938,Drama,USA,4.5
La cittadella,1938,Drama,UK,7.1
Inquietudine,1938,Comedy,Sweden,5.5
Vogliamo l'amore,1938,Comedy,USA,5.9
Casa paterna,1938,Drama,Germany,6.6
Hey! Hey! U.S.A!,1938,Comedy,UK,5.9
Ho ritrovato il mio amore,1938,Romance,USA,5.6
Senza volto,1938,Drama,Sweden,6.9
The Lone Ranger,1938,Western,USA,6.8
"Love, Honor and Behave",1938,Drama,USA,5.0
La donna che voglio,1937,Drama,USA,6.5
Il capitano Mollenard,1938,Drama,France,7.0
Old Bones of the River,1938,Comedy,UK,6.6
Pride of the West,1938,Western,USA,6.6
Il prode faraone,1938,Comedy,USA,6.6
Allora la sposo io,1938,Comedy,USA,6.9
The Renegade Ranger,1938,Western,USA,5.8
Servizio in camera,1938,Comedy,USA,6.7
Le schpountz,1938,Comedy,France,7.4
Servizio di lusso,1938,Comedy,USA,6.5
I marciapiedi della metropoli,1938,Comedy,UK,7.0
Io ti aspetterò,1938,Drama,USA,6.9
Bisticci d'amore,1938,Musical,USA,6.3
The Terror of Tiny Town,1938,Western,USA,3.9
The Texans,1938,Western,USA,6.3
Three Blind Mice,1938,Comedy,USA,6.5
Three Loves Has Nancy,1938,Comedy,USA,6.6
Too Much Johnson,1938,Comedy,USA,5.9
Crociera d'amore,1938,Drama,USA,6.4
Tsuruhachi Tsurujirô,1938,Drama,Japan,6.8
Tulitikkuja lainaamassa,1938,Comedy,Finland,6.4
La valle dei giganti,1938,Adventure,USA,6.2
Il vagabondo dell'isola,1938,Drama,UK,6.6
Bandiere bianche,1938,Drama,USA,6.9
Women Are Like That,1938,Drama,USA,5.9
Il giovane dr. Kildare,1938,Drama,USA,6.8
On Dress Parade,1939,Drama,USA,6.2
Bad Little Angel,1939,Drama,USA,6.9
Bel Ami l'idolo delle donne,1939,Drama,Germany,6.6
Blondie Brings Up Baby,1939,Comedy,USA,6.9
Circostanze attenuanti,1939,Comedy,France,7.0
Climbing High,1938,Comedy,UK,6.0
Convict 99,1938,Comedy,UK,6.9
Una inebriante notte di ballo,1939,Drama,Germany,6.6
I prigionieri del sogno,1939,Drama,France,7.9
"Fric-Frac, furto con scasso",1939,Comedy,France,7.0
Gli indomabili,1939,Western,USA,6.7
Una ragazza allarmante,1939,Comedy,USA,6.7
I grandi magazzini,1939,Drama,Italy,6.7
Il voto del grand'uomo,1939,Drama,USA,6.7
Halálos tavasz,1939,Drama,Hungary,7.1
The Hardys Ride High,1939,Comedy,USA,6.6
Harlem Rides the Range,1939,Western,USA,5.2
Hataraku ikka,1939,Drama,Japan,6.4
Heaven with a Barbed Wire Fence,1939,Drama,USA,6.4
Judge Hardy and Son,1939,Comedy,USA,6.9
A Window in London,1940,Thriller,UK,6.8
Lenin nel 1918,1939,Drama,Soviet Union,6.5
Mexican Spitfire,1940,Comedy,USA,6.2
The Middleton Family at the New York World's Fair,1939,Drama,USA,5.1
Midnight Shadow,1939,Mystery,USA,3.6
Vendetta,1939,Mystery,USA,6.4
Tira a campare!,1939,Comedy,USA,7.1
Nuove frontiere,1939,Western,USA,5.7
Uomini e topi,1939,Drama,USA,7.9
Off the Record,1939,Drama,USA,5.9
Il grande amore,1939,Drama,USA,7.6
Quartiere maledetto,1939,Drama,USA,6.1
Poison Pen,1939,Drama,UK,6.7
Range War,1939,Western,USA,7.2
Tutto finisce all'alba,1939,Drama,France,7.1
Il segreto del dr. Kildare,1939,Drama,USA,6.4
Seitsemän veljestä,1939,Drama,Finland,5.8
E le stelle stanno a guardare,1940,Drama,UK,7.0
Stronger Than Desire,1939,Drama,USA,6.4
Tail Spin,1939,Drama,USA,6.1
Tevya,1939,Drama,USA,6.7
Quartiere di Vyborg,1939,Drama,Soviet Union,6.2
Where's That Fire?,1939,Comedy,UK,7.0
Siamo fatti così,1939,Comedy,USA,6.1
Women in the Wind,1939,Drama,USA,6.1
You Can't Cheat an Honest Man,1939,Comedy,USA,7.0
Zaza,1938,Drama,USA,6.1
Fatalità,1940,Drama,UK,6.1
Ahí está el detalle,1940,Comedy,Mexico,8.1
Anne of Windy Poplars,1940,Drama,USA,6.4
The Ape,1940,Horror,USA,4.6
Arizona,1940,Western,USA,6.7
Un comodo posto in banca,1940,Comedy,USA,7.2
A Bill of Divorcement,1940,Drama,USA,5.8
Blondie Has Servant Trouble,1940,Comedy,USA,6.9
Blondie Plays Cupid,1940,Comedy,USA,6.8
Blondie on a Budget,1940,Comedy,USA,6.8
Balla con me,1940,Musical,USA,7.4
Brother Rat and a Baby,1940,Comedy,USA,5.4
The Captain Is a Lady,1940,Comedy,USA,6.4
The Carson City Kid,1940,Western,USA,6.2
Charley's (Big-Hearted) Aunt,1940,Comedy,UK,6.0
A Child Is Born,1939,Drama,USA,6.1
Noi siamo le colonne,1939,Comedy,USA,7.4
Lo strangolatore,1940,Drama,UK,6.2
Da Mayerling a Sarajevo,1940,Drama,France,6.7
Il Dr. Kildare torna a casa,1940,Drama,USA,6.5
Dr. Kildare's Crisis,1940,Drama,USA,6.2
The Durango Kid,1940,Western,USA,6.6
The Earl of Chicago,1940,Drama,USA,6.3
Incontro senza domani,1940,Drama,USA,7.0
Five Little Peppers at Home,1940,Drama,USA,6.2
Forty Little Mothers,1940,Drama,USA,6.8
Gallant Sons,1940,Mystery,USA,6.4
Il grande McGinty,1940,Comedy,USA,7.3
The Great Profile,1940,Comedy,USA,6.2
He Married His Wife,1940,Comedy,USA,6.1
Ha da veni',1940,Comedy,USA,6.4
T'amerò follemente,1940,Comedy,USA,6.6
The Invisible Killer,1939,Mystery,USA,4.3
Suss l'ebreo,1940,Drama,Germany,5.2
Juninatten,1940,Drama,Sweden,6.1
Il villaggio più pazzo del mondo,1940,Comedy,USA,5.0
Mad Youth,1939,Drama,USA,5.2
Maddalena... zero in condotta,1940,Comedy,Italy,6.2
The Man I Married,1940,Drama,USA,7.0
L'uomo che parlò troppo,1940,Drama,USA,6.5
Maryland,1940,Drama,USA,6.0
Mexican Spitfire Out West,1940,Comedy,USA,6.2
Bufera mortale,1940,Drama,USA,7.8
One Crowded Night,1940,Drama,USA,6.0
Pop Always Pays,1940,Comedy,USA,6.0
Quiet Wedding,1941,Comedy,UK,6.5
Saloon Bar,1940,Thriller,UK,6.9
San Giovanni decollato,1940,Comedy,Italy,6.5
C'era una volta un piccolo naviglio,1940,Comedy,USA,7.2
Son of Ingagi,1940,Horror,USA,3.9
Trionfo d'amore,1940,Drama,USA,6.1
Come Robinson Crusoè,1940,Adventure,USA,6.4
Tabi yakusha,1940,Comedy,Japan,6.9
Wapakoneta,1940,Comedy,USA,7.0
Ciò che si chiama amore,1940,Comedy,USA,6.4
Three Men from Texas,1940,Western,USA,7.0
Non sono una spia,1940,Drama,USA,6.6
Angeli della notte,1940,Drama,USA,6.7
Il cattivo la inseguiva ancora,1940,Comedy,USA,5.5
L'avventuriero di Venezia,1941,Comedy,France,7.0
You Can't Fool Your Wife,1940,Comedy,USA,5.7
Young Bill Hickok,1940,Western,USA,5.9
Gli amanti,1941,Drama,USA,6.8
Back in the Saddle,1941,Western,USA,6.3
The Bashful Bachelor,1942,Comedy,USA,5.6
La ribelle del sud,1941,Western,USA,5.8
La pecora nera del signor ministro,1942,Comedy,UK,6.7
Blondie in Society,1941,Comedy,USA,6.9
The Common Touch,1941,Drama,UK,6.6
Pennsylvania,1942,Drama,UK,5.7
Dr. Kildare's Wedding Day,1941,Drama,USA,6.4
Chi dice donna...,1941,Comedy,USA,6.4
The Ghost of St. Michael's,1941,Comedy,UK,6.9
La grande menzogna,1941,Drama,USA,7.1
The Gunman from Bodie,1941,Western,USA,6.5
Il castello del cappellaio,1942,Drama,UK,6.6
Henry Aldrich for President,1941,Comedy,USA,5.8
Hideko no shashô-san,1941,Drama,Japan,7.0
Honeymoon for Three,1941,Comedy,USA,6.0
I Killed That Man,1941,Mystery,USA,5.8
I Thank You,1941,Comedy,UK,6.1
Io accuso,1941,Drama,Germany,6.3
La figlia della jungla,1941,Adventure,USA,6.8
Jungle Man,1941,Adventure,USA,3.7
Kaivopuiston kaunis Regina,1941,Romance,Finland,5.7
Keeping Company,1940,Drama,USA,6.0
Land of Liberty,1939,History,USA,7.0
Look Who's Laughing,1941,Comedy,USA,6.2
Love on the Dole,1941,Drama,UK,6.7
Il maggiore Barbara,1941,Comedy,UK,6.9
Married Bachelor,1941,Comedy,USA,6.3
Mechta,1943,Drama,Soviet Union,7.2
Gli uomini della città dei ragazzi,1941,Drama,USA,6.6
The Mexican Spitfire's Baby,1941,Comedy,USA,6.0
Miss Polly,1941,Comedy,USA,5.6
"Ni sangre, ni arena",1941,Comedy,Mexico,6.9
Nothing But the Truth,1941,Comedy,USA,7.2
La fidanzata di mio marito,1941,Comedy,USA,6.4
O Pai Tirano,1941,Comedy,Portugal,7.9
Peer Gynt,1941,Adventure,USA,6.2
The People vs. Dr. Kildare,1941,Drama,USA,6.5
Piccolo mondo antico,1941,Drama,Italy,6.6
Pirates on Horseback,1941,Western,USA,6.6
"Quax, der Bruchpilot",1941,Comedy,Germany,5.9
Riders of the Purple Sage,1941,Western,USA,5.8
She Couldn't Say No,1940,Comedy,USA,6.7
Shining Victory,1941,Drama,USA,6.7
Sis Hopkins,1941,Comedy,USA,5.9
Sunny,1941,Musical,USA,5.8
Suomisen perhe,1941,Drama,Finland,5.3
Texas,1941,Western,USA,6.7
Quell'incerto sentimento,1941,Comedy,USA,6.7
Thieves Fall Out,1941,Comedy,USA,6.1
Fratelli e sorelle della famiglia Toda,1941,Drama,Japan,7.4
Uma,1941,Drama,Japan,5.9
Washington Melodrama,1941,Drama,USA,6.5
Weekend for Three,1941,Comedy,USA,5.5
Città di avventurieri,1941,Western,USA,6.6
L'uomo lupo,1941,Horror,USA,7.3
Benvenuti al reggimento!,1941,Comedy,USA,6.2
Terra di conquista,1942,Western,USA,5.4
Back-Room Boy,1942,Comedy,UK,6.5
I bambini ci guardano,1944,Drama,Italy,7.7
Blondie Goes to College,1942,Comedy,USA,6.5
Blondie's Blessed Event,1942,Comedy,USA,6.7
C'era un padre,1942,Drama,Japan,7.7
El circo,1943,Comedy,Mexico,7.1
Il corteggiamento di Andy Hardy,1942,Comedy,USA,6.6
Egy bolond százat csinál,1942,Comedy,Hungary,6.9
Uomini della montagna,1943,Drama,Hungary,7.5
Mia moglie ha sempre ragione,1942,Comedy,USA,7.0
La città d'oro,1942,Drama,Germany,6.3
The Goose Steps Out,1942,Comedy,UK,6.6
The Great Gildersleeve,1942,Comedy,USA,6.2
In questa nostra vita,1942,Drama,USA,7.4
Un americano qualunque,1942,Drama,USA,6.1
Let's Get Tough!,1942,Comedy,USA,5.6
Lumière d'été,1943,Drama,France,6.7
Il magnifico fannullone,1942,Comedy,USA,6.8
Le mariage de Chiffon,1942,Comedy,France,6.5
Meet the Stewarts,1942,Comedy,USA,6.2
Caramba Carmelita,1942,Comedy,USA,5.9
Mexican Spitfire at Sea,1942,Comedy,USA,6.3
Mokey,1942,Drama,USA,5.3
Much Too Shy,1942,Comedy,UK,6.4
Lo scorpione d'oro,1942,Comedy,USA,7.2
Mia sorella Evelina,1942,Comedy,USA,7.1
Non ti pago!,1942,Comedy,Italy,7.1
Perils of Nyoka,1942,Action,USA,6.8
The Peterville Diamond,1943,Comedy,USA,5.9
Rivalità,1942,Western,USA,5.9
In montagna sarò tua,1942,Musical,USA,6.7
Segretario a mezzanotte,1942,Comedy,USA,6.7
There's One Born Every Minute,1942,Comedy,USA,5.9
Tower of Terror,1941,Thriller,UK,5.8
Two Weeks to Live,1943,Comedy,USA,5.8
The War Against Mrs. Hadley,1942,Drama,USA,6.5
We'll Meet Again,1943,Musical,UK,6.0
Wings for the Eagle,1942,Drama,USA,5.9
Adventure in Iraq,1943,Adventure,USA,5.3
La conversa di Belfort,1943,Drama,France,7.3
The Black Raven,1943,Mystery,USA,5.6
Border Patrol,1943,Western,USA,6.4
Career Girl,1944,Musical,USA,5.6
Il cielo è vostro,1944,Drama,France,7.2
Domani sarò tua,1943,Comedy,USA,6.7
Tarzan contro i mostri,1943,Adventure,USA,6.3
Desiderio,1946,Drama,Italy,6.3
Evasione,1943,Drama,France,7.2
False Colors,1943,Western,USA,6.7
Viaggio per la libertà,1943,Drama,USA,5.8
Gildersleeve on Broadway,1943,Comedy,USA,6.4
Gildersleeve's Bad Day,1943,Comedy,USA,6.6
Give Us the Moon,1944,Comedy,UK,5.7
Hana saku minato,1943,Drama,Japan,6.4
Henry Aldrich Haunts a House,1943,Comedy,USA,5.6
Il perduto amore,1943,Drama,Germany,6.6
It's a Great Life,1943,Comedy,USA,6.8
Johnny arrivò in ritardo,1943,Drama,USA,6.8
La città rubata,1943,Western,USA,5.6
Katariina ja Munkkiniemen kreivi,1943,Romance,Finland,6.3
Vogliamo dimagrire,1943,Musical,USA,6.1
The Meanest Man in the World,1943,Comedy,USA,6.7
Mexican Spitfire's Blessed Event,1943,Comedy,USA,6.2
Mr. Muggs Steps Out,1943,Comedy,USA,4.9
Una notte tempestosa,1943,Comedy,Romania,7.5
L'ombra del dubbio,1943,Thriller,USA,7.8
So This Is Washington,1943,Comedy,USA,5.5
Sweet Rosie O'Grady,1943,Musical,USA,6.5
L'uomo dalla croce,1943,War,Italy,5.3
Uta-andon,1943,Drama,Japan,6.7
Quando il giorno verrà,1943,Drama,USA,7.3
Young Ideas,1943,Comedy,USA,5.6
Quando eravamo giovani,1943,Comedy,USA,5.8
Address Unknown,1944,Drama,USA,6.9
L'uomo venuto da lontano,1944,Drama,USA,6.8
Fra due donne,1945,Drama,USA,5.9
Block Busters,1944,Comedy,USA,5.2
Le sorprese dell'amore,1944,Comedy,USA,6.3
Le tre donne di Casanova,1944,Comedy,USA,6.3
Ragazze indiavolate,1944,Comedy,USA,6.3
"Professore, voglio Eva",1944,Comedy,Germany,7.8
"Go Down, Death!",1945,Drama,USA,5.1
Gran Hotel,1944,Comedy,Mexico,7.1
"Henry Aldrich, Boy Scout",1944,Comedy,USA,4.7
Hotel Reserve,1944,Thriller,UK,6.2
Lo spirito più elevato,1944,Drama,Japan,5.7
Bombe su Varsavia,1944,Drama,USA,6.6
Million Dollar Kid,1944,Comedy,USA,6.1
Minstrel Man,1944,Musical,USA,5.0
The Missing Juror,1944,Mystery,USA,6.2
Miyamoto Musashi,1944,Drama,Japan,6.3
Lacrime e sorrisi,1944,Family,USA,6.2
Nabonga,1944,Adventure,USA,4.2
Sempre nei guai,1944,Comedy,USA,6.6
Oath of Vengeance,1944,Western,USA,6.2
On Approval,1944,Comedy,UK,7.1
La prigioniera del destino,1944,Drama,Germany,6.7
Our Hearts Were Young and Gay,1944,Comedy,USA,6.7
Sinceramente tua,1944,Comedy,USA,6.3
Rationing,1944,Comedy,USA,5.9
Riders of the Deadline,1943,Western,USA,6.7
Romeo y Julieta,1943,Comedy,Mexico,6.9
Svadba,1944,Comedy,Soviet Union,7.8
Tawny Pipit,1944,Comedy,UK,6.5
Nella camera di Mabel,1944,Comedy,USA,6.5
Il volontario,1944,War,UK,6.0
La donna della città,1943,Western,USA,6.1
Youth Runs Wild,1944,Drama,USA,4.9
Abbasso la miseria!,1945,Drama,Italy,6.3
Gianni e Pinotto a Hollywood,1945,Comedy,USA,6.5
Bedside Manner,1945,Comedy,USA,6.2
Bells of Rosarita,1945,Western,USA,6.7
Le campane di Santa Maria,1945,Drama,USA,7.3
Milioni in pericolo,1945,Comedy,USA,6.6
Colonel Effingham's Raid,1946,Comedy,USA,6.0
Come Out Fighting,1945,Comedy,USA,5.0
Il grano è verde,1945,Drama,USA,7.5
The Crime Doctor's Courage,1945,Mystery,USA,6.2
Il cavaliere audace,1945,Western,USA,6.0
Il cavallino d'oro,1945,Musical,USA,6.7
Divorce,1945,Drama,USA,5.8
Domingo de carnaval,1945,Crime,Spain,6.6
Don't Fence Me In,1945,Western,USA,6.7
Fram för lilla Märta eller På livets ödesvägar,1945,Comedy,Sweden,6.1
Great Day,1945,Drama,UK,6.5
The Hidden Eye,1945,Mystery,USA,6.4
Mi piace quella bionda,1945,Comedy,USA,6.3
Tutti pazzi,1945,Comedy,USA,6.9
Donnine d'America,1945,Comedy,USA,6.8
Non parlare baciami!,1945,Comedy,USA,6.8
Leave It to Blondie,1945,Comedy,USA,6.8
Fantasma vivo,1945,Comedy,USA,5.6
L'ombra dell'altro,1945,Drama,USA,6.4
Meitô bijomaru,1945,Drama,Japan,6.6
Miss Susie Slagle's,1946,Drama,USA,6.5
Mr. Muggs Rides Again,1945,Comedy,USA,5.2
Night Boat to Dublin,1946,Thriller,UK,6.1
Addio vent'anni,1945,Comedy,USA,6.5
The Phantom of 42nd Street,1945,Mystery,USA,5.2
Pillow to Post,1945,Comedy,USA,6.7
The Sailor Takes a Wife,1945,Comedy,USA,6.2
La corsa della morte,1945,Drama,USA,6.6
La giocatrice,1945,Comedy,USA,6.0
Canta quando torni a casa,1945,Musical,USA,5.0
L'uomo del Sud,1945,Drama,USA,7.1
They Were Sisters,1945,Drama,UK,6.8
Två människor,1945,Drama,Sweden,6.3
Baciami e lo saprai!,1945,Comedy,USA,6.1
La valle del destino,1945,Drama,USA,7.4
The Vampire's Ghost,1945,Horror,USA,6.0
La vida en un hilo,1945,Comedy,Spain,7.3
A Vizinha do Lado,1945,Comedy,Portugal,6.6
La bella avventura,1945,Western,USA,6.1
Asu o tsukuru hitobito,1946,Drama,Japan,6.1
Bascomb il mancino,1946,Western,USA,6.8
La terra dei senza legge,1946,Western,USA,6.3
Behind the Mask,1946,Mystery,USA,5.3
Blondie Knows Best,1946,Comedy,USA,6.9
Blondie's Lucky Day,1946,Comedy,USA,6.9
Minorenni pericolose,1946,Drama,USA,6.2
The Cat Creeps,1946,Mystery,USA,5.3
Child of Divorce,1946,Drama,USA,6.7
Devil Bat's Daughter,1946,Horror,USA,4.7
Dirty Gertie from Harlem U.S.A.,1946,Drama,USA,5.3
Ditte menneskebarn,1946,Drama,Denmark,7.4
The Face of Marble,1946,Horror,USA,5.0
Fame Is the Spur,1947,Drama,UK,6.8
The Flying Serpent,1946,Horror,USA,4.9
Fool's Gold,1946,Western,USA,6.5
A Game of Death,1945,Adventure,USA,5.8
Anni verdi,1946,Drama,USA,7.0
Her Sister's Secret,1946,Drama,USA,6.5
L'idiota,1946,Drama,France,6.9
Irgendwo in Berlin,1946,Drama,Germany,6.6
Janie Gets Married,1946,Comedy,USA,6.2
Josei no shôri,1946,Drama,Japan,6.4
Kristin kommenderar,1946,Comedy,Sweden,5.6
La fortuna è femmina,1946,Comedy,USA,6.3
Life with Blondie,1945,Comedy,USA,6.8
Il piccolo gigante,1946,Comedy,USA,7.0
L'amore può aspettare,1946,Drama,USA,6.1
Mio fratello parla con i cavalli,1947,Comedy,USA,6.0
Trigger il cavallo prodigio,1946,Western,USA,6.5
Preferisco mio marito,1946,Comedy,USA,6.8
Una notte a Casablanca,1946,Comedy,USA,7.0
Licenza d'amore,1946,Comedy,USA,5.9
Schiavo d'amore,1946,Drama,USA,6.4
Ôsone-ke no ashita,1946,Drama,Japan,7.0
Perdonate il mio passato,1945,Comedy,USA,6.8
La coda del diavolo,1946,Comedy,Sweden,6.6
People Are Funny,1946,Musical,USA,5.2
Un matrimonio ideale,1946,Comedy,USA,6.0
Sciuscià,1946,Drama,Italy,8.0
Non dirmi addio,1946,Drama,USA,6.6
The Show-Off,1946,Comedy,USA,6.1
L'anima e il volto,1946,Drama,USA,7.3
La sinfonia pastorale,1946,Drama,France,6.9
Tre ragazze in blu,1946,Musical,USA,6.6
Sangue ardente,1946,Musical,USA,6.1
Two Guys from Milwaukee,1946,Comedy,USA,6.4
Lo spettro del passato,1946,Drama,France,7.3
Up Goes Maisie,1946,Comedy,USA,6.4
Utamaro e le sue cinque mogli,1946,Drama,Japan,7.1
Non rimpiango la mia giovinezza,1946,Drama,Japan,7.1
The Years Between,1946,Drama,UK,6.8
Una giovane vedova,1946,Drama,USA,6.1
Étoile sans lumière,1946,Drama,France,6.2
L'aquila a due teste,1948,Drama,France,6.7
Anjô-ke no butôkai,1947,Drama,Japan,7.4
Bells of San Angelo,1947,Western,USA,5.7
Narciso nero,1947,Drama,UK,7.8
Blondie in the Dough,1947,Comedy,USA,7.0
Blondie's Anniversary,1947,Comedy,USA,6.8
Blondie's Big Moment,1947,Comedy,USA,6.7
Blondie's Holiday,1947,Comedy,USA,6.9
Ribellione,1945,Drama,France,7.1
Le vie del destino,1947,Drama,UK,6.5
Il boia arriva all'alba,1948,Drama,UK,6.7
Il delitto di Giovanni Episcopo,1947,Drama,Italy,6.8
Fiore selvaggio,1947,Drama,USA,7.2
I due orfanelli,1947,Comedy,Italy,6.1
Dédée d'Anvers,1948,Drama,France,7.0
Ehe im Schatten,1947,Drama,Germany,7.0
Fun on a Week-End,1947,Comedy,USA,6.7
Gioventù perduta,1948,Drama,Italy,6.9
I bandoleros,1947,Western,USA,6.3
Heading for Heaven,1947,Comedy,USA,5.3
Hi De Ho,1947,Musical,USA,5.8
Serenata messicana,1947,Comedy,USA,6.0
Vendetta,1947,Drama,UK,6.2
E ora chi bacerà,1947,Musical,USA,6.8
Un marito ideale,1947,Comedy,UK,6.5
Peccatori senza peccato,1947,Drama,USA,6.3
Intohimon vallassa,1947,Drama,Finland,6.6
"It's a Joke, Son!",1947,Comedy,USA,6.0
Joyû Sumako no koi,1947,Drama,Japan,6.9
Pugno di ferro,1947,Drama,USA,6.5
La furia del peccato,1947,Drama,Sweden,6.2
Schiavo del passato,1947,Comedy,USA,7.0
